"song_name","song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence","artist_name","album_names","playlist","image"
"Wuthering Heights","66","269066","0.366","0.48100000000000004","0.392","0.0452","1","0.124","-11.380999999999998","1","0.0312","124.572","4","0.52","Kate Bush","The Kick Inside","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/c/c0/Kate_Bush_-_Wuthering_Heights.png/220px-Kate_Bush_-_Wuthering_Heights.png"
"Brown Sugar","28","228666","0.21899999999999997","0.633","0.934","0.00021","0","0.0592","-3.594","1","0.0344","128.606","4","0.963","The Rolling Stones","Sticky Fingers (Remastered)","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/f/fc/BrownSugarUK45.jpg/220px-BrownSugarUK45.jpg"
"Rock Lobster","47","412032","0.0453","0.613","0.82","0.0251","8","0.0461","-11.454","1","0.051","92.34899999999999","4","0.48200000000000004","The B-52's","B-52's","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/d/db/Rock_Lobster_-_B-52s.jpg/220px-Rock_Lobster_-_B-52s.jpg"
"Germ Free Adolescents","43","194266","0.201","0.8320000000000001","0.7040000000000001","0.0377","7","0.0937","-8.972999999999999","1","0.0707","128.41","4","0.905","X-Ray Spex","Germ Free Adolescents: The Anthology","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/f/f3/X-Ray_Spex_-_Germfree_Adolescents_album_cover.jpg/220px-X-Ray_Spex_-_Germfree_Adolescents_album_cover.jpg"
"All the Young Dudes","65","211066","0.20800000000000002","0.429","0.6679999999999999","0.0","4","0.5379999999999999","-7.539","0","0.044000000000000004","77.737","4","0.39799999999999996","Mott The Hoople","All The Young Dudes","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/8/8b/Alltheyoungdudes_sing.jpg/220px-Alltheyoungdudes_sing.jpg"
"Jilted John - Single Version","41","175400","0.0363","0.35100000000000003","0.883","0.0","0","0.499","-6.952000000000001","1","0.0562","195.666","4","0.88","Jilted John","True Love Stories","Alternative 70s","//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Graham_Fellows_December_2017.jpg/200px-Graham_Fellows_December_2017.jpg"
"Is She Really Going Out With Him?","16","215066","0.0353","0.8740000000000001","0.318","1.6899999999999997e-05","3","0.217","-6.869","1","0.0454","116.117","4","0.919","Joe Jackson","Look Sharp! (Remastered)","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/8/87/Is_She_Really_Going_Out_with_Him%3F_-_Joe_Jackson.jpg/220px-Is_She_Really_Going_Out_with_Him%3F_-_Joe_Jackson.jpg"
"New Rose","50","162240","0.00549","0.19","0.9640000000000001","3.929999999999999e-05","1","0.33","-7.711","0","0.10099999999999999","173.578","4","0.295","The Damned","Damned Damned Damned (30th Anniversary Expanded Edition)","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/b/b8/The_Damned_-_New_Rose.jpg/220px-The_Damned_-_New_Rose.jpg"
"Sex & Drugs & Rock & Roll","47","187573","0.499","0.835","0.711","0.0","9","0.0663","-11.249","1","0.0417","104.89200000000001","4","0.925","Ian Dury","New Boots And Panties (Deluxe Edition)","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/6/6b/S%26D%26R%26Rsingle.png/220px-S%26D%26R%26Rsingle.png"
"10:15 Saturday Night","37","223773","0.00366","0.6559999999999999","0.27899999999999997","0.0282","0","0.0952","-17.282","1","0.13","174.1","4","0.325","The Cure","Three Imaginary Boys","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/9/94/10_15_saturday_night_cover.jpeg/220px-10_15_saturday_night_cover.jpeg"
"Cherry Bomb","67","138706","0.0635","0.49200000000000005","0.835","2.09e-05","11","0.135","-8.072000000000001","1","0.0769","136.814","4","0.488","The Runaways","The Runaways","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/8/8a/Cherry_Bomb_%28cover%29.jpg/220px-Cherry_Bomb_%28cover%29.jpg"
"Top Of The Pops","40","175640","0.00035800000000000003","0.41700000000000004","0.586","0.0443","2","0.0957","-12.217","1","0.0399","183.706","4","0.965","The Rezillos","Can't Stand The Rezillos: The [Almost] Complete Rezillos","Alternative 70s","//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Top_of_the_Pops_Logo_2019.jpg/250px-Top_of_the_Pops_Logo_2019.jpg"
"I Heard It Through The Grapevine","11","242648","0.000601","0.7240000000000001","0.631","0.574","11","0.0821","-9.515","0","0.21600000000000003","129.868","4","0.8759999999999999","The Slits","Cut","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/6/66/Marvin-Gaye-Grapevine.jpg/220px-Marvin-Gaye-Grapevine.jpg"
"Love Her Madly","66","198466","0.0573","0.564","0.5870000000000001","0.00485","4","0.0416","-7.393","0","0.0316","147.46200000000002","4","0.966","The Doors","L.A. Woman","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Lovehermadly45.jpg/220px-Lovehermadly45.jpg"
"2-4-6-8 Motorway","50","197933","0.0578","0.672","0.706","7.43e-05","9","0.0595","-5.551","1","0.0779","124.78200000000001","4","0.6579999999999999","Tom Robinson Band","Power In The Darkness","Alternative 70s","//upload.wikimedia.org/wikipedia/en/b/b0/2-4-6-8_Motorway_-_cover.jpg"
"Venus","51","229026","0.000898","0.55","0.631","0.18","0","0.0503","-11.493","1","0.0385","114.553","4","0.9079999999999999","Television","Marquee Moon","Alternative 70s","//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Venus_symbol.svg/25px-Venus_symbol.svg.png"
"Gary Gilmore's Eyes","38","136959","0.0349","0.42100000000000004","0.598","4.8e-06","4","0.41600000000000004","-6.077999999999999","0","0.0487","157.92700000000002","4","0.778","The Adverts","Crossing The Red Sea","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/a/a0/Adverts_-_Gary_Gilmore%27s_Eyes_-_Original_issue_-_single_picture_cover.jpg/220px-Adverts_-_Gary_Gilmore%27s_Eyes_-_Original_issue_-_single_picture_cover.jpg"
"Dream Baby Dream","52","384906","0.00905","0.688","0.716","0.732","1","0.0921","-10.437000000000001","0","0.032","144.122","4","0.977","Suicide","The Second Album + The First Rehearsal Tapes","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/e/ea/Suicide_-_Dream_Baby_Dream.jpg/220px-Suicide_-_Dream_Baby_Dream.jpg"
"Alison","11","204000","0.6709999999999999","0.564","0.317","5.8399999999999997e-05","1","0.11900000000000001","-11.216","0","0.0473","176.915","4","0.37799999999999995","Elvis Costello","The Best Of The First 10 Years","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/f/f3/CostelloAlison.jpg/220px-CostelloAlison.jpg"
"Roadrunner","61","246440","5.05e-05","0.462","0.84","6.47e-05","2","0.0893","-6.667000000000001","1","0.0346","75.542","4","0.805","The Modern Lovers","The Modern Lovers","Alternative 70s","//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Roadrunner_DeathValley.jpg/220px-Roadrunner_DeathValley.jpg"
"Kick out the Jams","40","181760","0.0565","0.32899999999999996","0.8059999999999999","0.21","1","0.355","-11.925","1","0.0596","142.625","4","0.619","MC5","Babes In Arms","Alternative 70s","//upload.wikimedia.org/wikipedia/en/thumb/d/dc/MC5_-_Kick_Out_the_Jams.jpg/220px-MC5_-_Kick_Out_the_Jams.jpg"
"My Sex","1","182653","0.332","0.573","0.304","1.27e-06","0","0.111","-14.31","1","0.0309","102.686","4","0.256","Ultravox","Ultravox! (Remastered & Expanded)","Alternative 70s","//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Candy_performing_at_LA_Pride_2017.jpg/220px-Candy_performing_at_LA_Pride_2017.jpg"
"Town Called Malice","16","173320","0.00228","0.542","0.91","0.00524","7","0.0695","-8.924","1","0.0873","101.774","4","0.775","The Jam","The Gift (Remastered Version)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/a/a8/Jam-towncalledmalice1.jpg/220px-Jam-towncalledmalice1.jpg"
"She Sells Sanctuary","63","252533","4.82e-06","0.55","0.765","0.873","7","0.132","-8.684","1","0.0287","139.453","4","0.41700000000000004","The Cult","Pure Cult","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/9/90/The-Cult-She-Sells-Sanctuary.jpg/220px-The-Cult-She-Sells-Sanctuary.jpg"
"Smalltown Boy","24","303306","0.529","0.679","0.564","0.0709","10","0.275","-11.247","1","0.0267","134.586","4","0.9259999999999999","Bronski Beat","The Age Of Consent","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/f/f9/Small_Town_Boy_%28Bronski_Beat%29_single_coverart.jpg/220px-Small_Town_Boy_%28Bronski_Beat%29_single_coverart.jpg"
"Call Me","67","212600","0.000785","0.56","0.825","0.00246","2","0.0892","-6.711","0","0.0347","142.66899999999998","4","0.74","Blondie","Atomic/Atomix","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/c/c9/Blondie_-_Call_Me.png/220px-Blondie_-_Call_Me.png"
"Mad World","25","215400","0.0662","0.6459999999999999","0.902","0.0285","4","0.0621","-5.997000000000001","1","0.0455","118.721","4","0.9359999999999999","Tears For Fears","The Hurting","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/2/20/TFF_Mad_World.jpg/220px-TFF_Mad_World.jpg"
"The Killing Moon","66","346280","0.132","0.522","0.85","0.0338","7","0.295","-4.769","1","0.0361","124.21600000000001","4","0.71","Echo & the Bunnymen","Songs To Learn And Sing","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/e/eb/The-Killing-Moon.jpg/220px-The-Killing-Moon.jpg"
"Spellbound","16","197013","0.0107","0.415","0.853","0.000499","7","0.536","-11.097999999999999","1","0.038","148.494","4","0.302","Siouxsie and the Banshees","Juju (Remastered & Expanded)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/a/a2/Siouxsie_Spellbound.jpg/220px-Siouxsie_Spellbound.jpg"
"Echo Beach","58","219866","0.13","0.54","0.746","8.73e-06","7","0.0976","-9.412","1","0.045","163.809","4","0.826","Martha and the Muffins","Metro Music","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Echo_Beach_cover.jpg/220px-Echo_Beach_cover.jpg"
"The Cutter","53","232746","0.00485","0.47100000000000003","0.955","1.44e-06","7","0.162","-5.218999999999999","1","0.121","139.266","4","0.35","Echo & the Bunnymen","Porcupine","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/c/ca/The-cutter-movie.jpg/220px-The-cutter-movie.jpg"
"Love Buzz","43","215120","2.3800000000000003e-05","0.465","0.8859999999999999","0.314","3","0.152","-7.183","1","0.0354","137.986","4","0.772","Nirvana","Bleach: Deluxe Edition","Alternative 80s","//upload.wikimedia.org/wikipedia/en/7/70/Nirvana-love-buzz-sub-pop-s.jpg"
"Ghost Town","61","219306","0.0492","0.665","0.7659999999999999","0.33799999999999997","10","0.113","-9.454","0","0.0505","73.683","4","0.905","The Specials","Stereo-Typical: A's, B's & Rarities","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Specials-Ghost_Town-UK_single.jpg/220px-The_Specials-Ghost_Town-UK_single.jpg"
"A New England","53","107949","0.846","0.5770000000000001","0.544","0.0","5","0.0816","-6.832000000000001","1","0.0311","83.53","4","0.725","Billy Bragg","Life's a Riot With Spy vs. Spy","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/6/6f/Kirsty_MacColl_A_New_England.jpg/220px-Kirsty_MacColl_A_New_England.jpg"
"Totally Wired","50","205373","0.00011899999999999999","0.42700000000000005","0.867","0.489","7","0.0822","-7.182","1","0.21899999999999997","167.299","4","0.763","The Fall","Grotesque (After the Gramme) [Expanded Edition]","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/4/48/TotallyWired.jpg/220px-TotallyWired.jpg"
"Happy Hour","50","142093","0.10099999999999999","0.535","0.858","2.18e-06","10","0.141","-11.109000000000002","1","0.0453","95.792","4","0.9259999999999999","The Housemartins","Now That's What I Call Quite Good","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/4/47/Housemartinshappyhour.jpg/220px-Housemartinshappyhour.jpg"
"Crash","52","152200","0.0809","0.369","0.54","0.000149","11","0.76","-11.147","1","0.0321","170.00400000000002","4","0.915","The Primitives","Best Of","Alternative 80s","//upload.wikimedia.org/wikipedia/en/8/88/ThePrimitivesCrash.jpg"
"Our Lips Are Sealed","51","171506","0.721","0.72","0.677","0.00379","0","0.18","-10.717","1","0.0351","125.579","4","0.867","Fun Boy Three","Waiting","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/7/79/Our_Lips_Are_Sealed.jpg/220px-Our_Lips_Are_Sealed.jpg"
"Pretty in Pink","53","238106","0.105","0.386","0.9159999999999999","0.009909999999999999","2","0.325","-5.955","1","0.0741","135.642","4","0.775","The Psychedelic Furs","Talk Talk Talk","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/1/1c/Pretty_In_Pink_poster.jpg/220px-Pretty_In_Pink_poster.jpg"
"Debaser","63","173173","0.00042699999999999997","0.48700000000000004","0.884","0.402","5","0.0954","-11.995","1","0.0425","135.533","4","0.569","Pixies","Doolittle","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/4/43/Debaser_%28Pixies_single_-_cover_art%29.jpg/220px-Debaser_%28Pixies_single_-_cover_art%29.jpg"
"Mirror in the Bathroom","8","189666","0.151","0.633","0.637","0.0278","7","0.035","-10.431","1","0.0464","171.85299999999998","4","0.941","The Beat","I Just Can't Stop It [Deluxe Edition]","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/a/a6/Mirror_in_the_Bathroom_%28The_Beat_single%29_cover_art.jpg/220px-Mirror_in_the_Bathroom_%28The_Beat_single%29_cover_art.jpg"
"Just Like Honey","63","182493","8.02e-05","0.341","0.552","0.616","8","0.0591","-10.503","1","0.0423","121.361","4","0.486","The Jesus and Mary Chain","Psychocandy (Expanded Version)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/4/49/Just_Like_Honey_%28Single%29.jpg/220px-Just_Like_Honey_%28Single%29.jpg"
"Golden Brown","67","206760","0.14300000000000002","0.562","0.38299999999999995","0.124","6","0.138","-15.474","1","0.0304","93.764","3","0.599","The Stranglers","La Folie","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Golden_Brown_cover_art.jpg/220px-Golden_Brown_cover_art.jpg"
"Walls Come Tumbling Down","15","204333","0.00134","0.424","0.9390000000000001","0.0","4","0.193","-6.162000000000001","0","0.0563","151.25","4","0.645","The Style Council","Our Favourite Shop (Deluxe Edition)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/c/c0/Wallscometumblingdown%21.jpg/220px-Wallscometumblingdown%21.jpg"
"Wishing (If I Had a Photograph of You)","56","330426","0.10400000000000001","0.507","0.8029999999999999","0.6779999999999999","1","0.054000000000000006","-5.176","1","0.0388","120.23","4","0.682","A Flock Of Seagulls","Playlist: The Very Best of A Flock of Seagulls","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Wishing-AFlockofSeagulls.jpg/220px-Wishing-AFlockofSeagulls.jpg"
"I Melt With You","58","235933","0.00223","0.53","0.647","0.485","0","0.45399999999999996","-11.220999999999998","1","0.0327","154.81799999999998","4","0.726","Modern English","Pillow Lips","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/d/d3/IMeltWithYou.jpg/220px-IMeltWithYou.jpg"
"Don't Change","22","268200","5.93e-05","0.20600000000000002","0.81","0.0644","9","0.0855","-6.492000000000001","1","0.0423","163.55200000000002","4","0.155","INXS","Shabooh Shoobah (Remastered)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/8/88/Don%27t_Change_by_INXS_Single_Cover.jpg/220px-Don%27t_Change_by_INXS_Single_Cover.jpg"
"Birthday","6","238626","0.0385","0.35","0.519","0.000414","0","0.0777","-12.388","1","0.0407","183.608","4","0.271","The Sugarcubes","Life's Too Good","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/6/6e/The_Sugarcubes_Birthday_Single_Cover.jpg/220px-The_Sugarcubes_Birthday_Single_Cover.jpg"
"I Can't Help Myself","7","307013","0.0098","0.7390000000000001","0.7809999999999999","0.0354","11","0.306","-8.87","0","0.0384","123.11399999999999","4","0.932","Orange Juice","Rip It Up","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/3/3e/Icanthelpmyself.jpg/220px-Icanthelpmyself.jpg"
"Dancing With Myself","62","199906","0.0113","0.439","0.8220000000000001","0.0","4","0.133","-6.763999999999999","1","0.0695","176.71099999999998","4","0.884","Generation X","Essential","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/6/60/Dancing_With_Myself.jpg/220px-Dancing_With_Myself.jpg"
"I Will Follow","6","218040","0.000346","0.365","0.917","3.8799999999999994e-05","8","0.185","-7.316","1","0.0678","155.201","4","0.674","U2","The Best Of 1980 - 1990","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/c/c0/U2iwf.jpg/220px-U2iwf.jpg"
"Buffalo Stance","47","246320","0.007909999999999999","0.738","0.679","0.0","1","0.361","-9.891","1","0.0637","107.171","4","0.735","Neneh Cherry","Virgin Records: 40 Years Of Disruptions","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/6/61/Neneh_Cherry_Buffalo_Stance_cover.jpg/220px-Neneh_Cherry_Buffalo_Stance_cover.jpg"
"A Forest","60","354290","0.365","0.579","0.622","0.652","0","0.0955","-11.285","1","0.0563","163.107","4","0.435","The Cure","Seventeen Seconds (Deluxe Edition)","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/9/94/AForest_single.jpg/220px-AForest_single.jpg"
"Brilliant Mind","38","221053","0.0283","0.529","0.805","0.0021","5","0.0699","-8.113","1","0.0474","137.037","4","0.496","Furniture","Essential 80s - Classic Eighties Pop And Rock Hits","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/d/d0/Brilliant_mind.jpeg/220px-Brilliant_mind.jpeg"
"I Want Candy","42","161933","0.0026100000000000003","0.674","0.797","0.0358","7","0.0832","-8.205","1","0.0807","110.06200000000001","4","0.688","Bow Wow Wow","Love, Peace & Harmony The Best Of Bow Wow Wow","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/9/99/I_want_candy_the_strangeloves_vinyl_side_a_label.jpg/220px-I_want_candy_the_strangeloves_vinyl_side_a_label.jpg"
"Pulling Mussels (From The Shell)","11","238133","0.002","0.593","0.7020000000000001","8.379999999999999e-05","0","0.19","-12.668","1","0.0409","142.006","4","0.9009999999999999","Squeeze","Argybargy","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/e/e6/Squeeze_pulling_mussels_cover.jpg/220px-Squeeze_pulling_mussels_cover.jpg"
"I Can't Stand Up For Falling Down","11","126084","0.0005269999999999999","0.599","0.722","0.7240000000000001","5","0.0947","-7.7","1","0.0274","141.77700000000002","4","0.977","Elvis Costello & The Attractions","Get Happy","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/c/c6/I_Can%27t_Stand_Up_for_Falling_Down.jpg/220px-I_Can%27t_Stand_Up_for_Falling_Down.jpg"
"Living On The Ceiling","8","239959","0.0772","0.72","0.821","0.15","4","0.664","-5.257000000000001","1","0.10800000000000001","115.40299999999999","4","0.893","Blancmange","The Platinum Collection","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Blancmange_-_Living_on_the_Ceiling.jpg/220px-Blancmange_-_Living_on_the_Ceiling.jpg"
"Tempted","58","240333","0.0986","0.735","0.355","0.158","6","0.0534","-13.710999999999999","0","0.0329","95.257","4","0.449","Squeeze","East Side Story","Alternative 80s","//upload.wikimedia.org/wikipedia/en/thumb/5/5c/Squeeze_tempted_cover.jpg/220px-Squeeze_tempted_cover.jpg"
"Duel","48","288226","0.25","0.674","0.7020000000000001","0.365","5","0.13","-11.329","0","0.0342","144.876","4","0.536","Propaganda","A Secret Wish","Alternative 80s","//upload.wikimedia.org/wikipedia/en/7/74/Propaganda_Duel_single_cover.jpg"
